Year,Date,Hour,Demand,Temperature
2011,2011-01-30,2,12084,22
2011,2011-01-30,3,11854,21
2011,2011-01-30,4,11779,20
2011,2011-01-30,5,11855,20
2011,2011-01-30,6,12182,20
2011,2011-01-30,7,12782,20
2011,2011-01-30,8,13436,20
2011,2011-01-30,9,14382,21
2011,2011-01-30,10,15008,23
2011,2011-01-30,11,15243,26
2011,2011-01-30,12,15304,28
2011,2011-01-30,13,15201,30
2011,2011-01-30,14,15051,31
2011,2011-01-30,15,14943,32
2011,2011-01-30,16,15044,32
2011,2011-01-30,17,15760,31
2011,2011-01-30,18,17363,30
2011,2011-01-30,19,17647,28
2011,2011-01-30,20,17297,27
2011,2011-01-30,21,16662,26
2011,2011-01-30,22,15672,25
2011,2011-01-30,23,14464,23
2011,2011-01-30,24,13372,22
2011,2011-01-31,1,12642,21
2011,2011-01-31,2,12330,20
2011,2011-01-31,3,12235,19
2011,2011-01-31,4,12337,18
2011,2011-01-31,5,12795,17
2011,2011-01-31,6,14053,16
2011,2011-01-31,7,16278,15
2011,2011-01-31,8,17355,14
2011,2011-01-31,9,17449,14
2011,2011-01-31,10,17378,17
2011,2011-01-31,11,17362,18
2011,2011-01-31,12,17196,20
2011,2011-01-31,13,16981,21
2011,2011-01-31,14,16803,23
2011,2011-01-31,15,16597,24
2011,2011-01-31,16,16628,24
2011,2011-01-31,17,17265,24
2011,2011-01-31,18,18877,22
2011,2011-01-31,19,19236,21
2011,2011-01-31,20,18907,19
2011,2011-01-31,21,18282,17
2011,2011-01-31,22,17192,17
2011,2011-01-31,23,15721,17
2011,2011-01-31,24,14379,16
2011,2011-02-01,1,13523,14
2011,2011-02-01,2,13085,15
2011,2011-02-01,3,12899,15
2011,2011-02-01,4,12909,15
2011,2011-02-01,5,13261,15
2011,2011-02-01,6,14369,15
2011,2011-02-01,7,16309,15
2011,2011-02-01,8,17419,15
2011,2011-02-01,9,17774,14
2011,2011-02-01,10,18104,14
2011,2011-02-01,11,18392,15
2011,2011-02-01,12,18545,15
2011,2011-02-01,13,18537,16
2011,2011-02-01,14,18416,17
2011,2011-02-01,15,18143,18
2011,2011-02-01,16,17957,18
2011,2011-02-01,17,18426,18
2011,2011-02-01,18,19633,19
2011,2011-02-01,19,19579,19
2011,2011-02-01,20,18905,19
2011,2011-02-01,21,18018,19
2011,2011-02-01,22,16836,19
2011,2011-02-01,23,15421,19
2011,2011-02-01,24,14219,19
2011,2011-02-02,1,13368,19
2011,2011-02-02,2,12894,19
2011,2011-02-02,3,12666,19
2011,2011-02-02,4,12632,19
2011,2011-02-02,5,12909,19
2011,2011-02-02,6,13660,19
2011,2011-02-02,7,14811,19
2011,2011-02-02,8,15718,22
2011,2011-02-02,9,16551,22
2011,2011-02-02,10,17244,23
2011,2011-02-02,11,17768,25
2011,2011-02-02,12,18032,26
2011,2011-02-02,13,18000,25
2011,2011-02-02,14,17792,25
2011,2011-02-02,15,17542,24
2011,2011-02-02,16,17451,23
2011,2011-02-02,17,18010,23
2011,2011-02-02,18,19257,22
2011,2011-02-02,19,19185,22
2011,2011-02-02,20,18532,22
2011,2011-02-02,21,17650,21
2011,2011-02-02,22,16441,21
2011,2011-02-02,23,14980,21
2011,2011-02-02,24,13759,21
2011,2011-02-03,1,12994,21
2011,2011-02-03,2,12616,20
2011,2011-02-03,3,12444,20
2011,2011-02-03,4,12494,20
2011,2011-02-03,5,12893,19
2011,2011-02-03,6,14026,18
2011,2011-02-03,7,15959,18
2011,2011-02-03,8,17013,17
2011,2011-02-03,9,17295,17
2011,2011-02-03,10,17295,18
2011,2011-02-03,11,17325,19
2011,2011-02-03,12,17189,21
2011,2011-02-03,13,16954,22
2011,2011-02-03,14,16753,24
2011,2011-02-03,15,16531,25
2011,2011-02-03,16,16472,26
2011,2011-02-03,17,16944,26
2011,2011-02-03,18,18375,25
2011,2011-02-03,19,18822,22
2011,2011-02-03,20,18589,21
2011,2011-02-03,21,18042,19
2011,2011-02-03,22,17070,18
2011,2011-02-03,23,15694,16
2011,2011-02-03,24,14452,16
2011,2011-02-04,1,13641,13
2011,2011-02-04,2,13234,13
