Year,Date,Hour,Demand,Temperature
2011,2011-01-28,20,1118,25
2011,2011-01-28,21,1080,25
2011,2011-01-28,22,1026,27
2011,2011-01-28,23,951,26
2011,2011-01-28,24,874,27
2011,2011-01-29,1,814,27
2011,2011-01-29,2,781,24
2011,2011-01-29,3,759,24
2011,2011-01-29,4,749,24
2011,2011-01-29,5,753,25
2011,2011-01-29,6,780,25
2011,2011-01-29,7,828,25
2011,2011-01-29,8,873,26
2011,2011-01-29,9,926,25
2011,2011-01-29,10,962,29
2011,2011-01-29,11,977,31
2011,2011-01-29,12,975,33
2011,2011-01-29,13,962,33
2011,2011-01-29,14,951,36
2011,2011-01-29,15,939,37
2011,2011-01-29,16,938,36
2011,2011-01-29,17,980,36
2011,2011-01-29,18,1073,35
2011,2011-01-29,19,1075,33
2011,2011-01-29,20,1043,33
2011,2011-01-29,21,1015,32
2011,2011-01-29,22,968,29
2011,2011-01-29,23,907,28
2011,2011-01-29,24,843,27
2011,2011-01-30,1,791,26
2011,2011-01-30,2,760,25
2011,2011-01-30,3,743,24
2011,2011-01-30,4,736,22
2011,2011-01-30,5,742,21
2011,2011-01-30,6,759,20
2011,2011-01-30,7,796,17
2011,2011-01-30,8,826,17
2011,2011-01-30,9,883,20
2011,2011-01-30,10,930,21
2011,2011-01-30,11,953,26
2011,2011-01-30,12,958,28
2011,2011-01-30,13,951,32
2011,2011-01-30,14,935,33
2011,2011-01-30,15,924,37
2011,2011-01-30,16,934,36
2011,2011-01-30,17,984,36
2011,2011-01-30,18,1091,34
2011,2011-01-30,19,1112,31
2011,2011-01-30,20,1092,30
2011,2011-01-30,21,1055,29
2011,2011-01-30,22,995,24
2011,2011-01-30,23,917,25
2011,2011-01-30,24,847,24
2011,2011-01-31,1,799,23
2011,2011-01-31,2,776,21
2011,2011-01-31,3,764,20
2011,2011-01-31,4,767,18
2011,2011-01-31,5,785,18
2011,2011-01-31,6,853,16
2011,2011-01-31,7,989,15
2011,2011-01-31,8,1068,15
2011,2011-01-31,9,1089,14
2011,2011-01-31,10,1094,21
2011,2011-01-31,11,1103,22
2011,2011-01-31,12,1098,24
2011,2011-01-31,13,1084,25
2011,2011-01-31,14,1075,26
2011,2011-01-31,15,1055,27
2011,2011-01-31,16,1055,27
2011,2011-01-31,17,1098,26
2011,2011-01-31,18,1205,25
2011,2011-01-31,19,1232,24
2011,2011-01-31,20,1205,22
2011,2011-01-31,21,1162,21
2011,2011-01-31,22,1090,19
2011,2011-01-31,23,1004,17
2011,2011-01-31,24,910,18
2011,2011-02-01,1,848,19
2011,2011-02-01,2,812,18
2011,2011-02-01,3,799,18
2011,2011-02-01,4,799,19
2011,2011-02-01,5,813,19
2011,2011-02-01,6,875,19
2011,2011-02-01,7,1005,19
2011,2011-02-01,8,1085,19
2011,2011-02-01,9,1112,19
2011,2011-02-01,10,1140,19
2011,2011-02-01,11,1168,20
2011,2011-02-01,12,1176,21
2011,2011-02-01,13,1173,20
2011,2011-02-01,14,1175,20
2011,2011-02-01,15,1160,20
2011,2011-02-01,16,1151,21
2011,2011-02-01,17,1185,22
2011,2011-02-01,18,1266,22
2011,2011-02-01,19,1262,21
2011,2011-02-01,20,1223,21
2011,2011-02-01,21,1160,21
2011,2011-02-01,22,1082,21
2011,2011-02-01,23,987,21
2011,2011-02-01,24,908,21
2011,2011-02-02,1,840,22
2011,2011-02-02,2,814,22
2011,2011-02-02,3,797,22
2011,2011-02-02,4,795,23
2011,2011-02-02,5,811,22
2011,2011-02-02,6,856,23
2011,2011-02-02,7,940,23
2011,2011-02-02,8,1007,25
2011,2011-02-02,9,1059,27
2011,2011-02-02,10,1105,30
2011,2011-02-02,11,1141,32
2011,2011-02-02,12,1166,33
2011,2011-02-02,13,1158,33
2011,2011-02-02,14,1152,35
2011,2011-02-02,15,1128,33
2011,2011-02-02,16,1121,29
2011,2011-02-02,17,1153,27
2011,2011-02-02,18,1235,25
2011,2011-02-02,19,1238,25
2011,2011-02-02,20,1198,24
2011,2011-02-02,21,1136,24
2011,2011-02-02,22,1061,24
2011,2011-02-02,23,968,23
2011,2011-02-02,24,888,24
2011,2011-02-03,1,834,22
2011,2011-02-03,2,801,19
2011,2011-02-03,3,785,19
2011,2011-02-03,4,785,22
2011,2011-02-03,5,811,23
2011,2011-02-03,6,871,22
2011,2011-02-03,7,979,21
2011,2011-02-03,8,1062,20
2011,2011-02-03,9,1106,20
2011,2011-02-03,10,1116,20
2011,2011-02-03,11,1115,21
2011,2011-02-03,12,1112,22
2011,2011-02-03,13,1105,23
2011,2011-02-03,14,1104,23
2011,2011-02-03,15,1089,24
2011,2011-02-03,16,1071,24
2011,2011-02-03,17,1096,25
2011,2011-02-03,18,1191,25
2011,2011-02-03,19,1218,23
2011,2011-02-03,20,1198,20
2011,2011-02-03,21,1156,20
2011,2011-02-03,22,1094,18
2011,2011-02-03,23,1004,17
2011,2011-02-03,24,921,16
2011,2011-02-04,1,858,16
2011,2011-02-04,2,827,15
2011,2011-02-04,3,816,15
2011,2011-02-04,4,814,15
2011,2011-02-04,5,834,15
2011,2011-02-04,6,897,13
2011,2011-02-04,7,1015,12
2011,2011-02-04,8,1081,12
2011,2011-02-04,9,1100,13
2011,2011-02-04,10,1100,19
2011,2011-02-04,11,1098,24
2011,2011-02-04,12,1094,27
2011,2011-02-04,13,1074,28
2011,2011-02-04,14,1057,31
2011,2011-02-04,15,1037,33
2011,2011-02-04,16,1023,34
2011,2011-02-04,17,1046,34
2011,2011-02-04,18,1131,32
2011,2011-02-04,19,1150,29
2011,2011-02-04,20,1124,27
2011,2011-02-04,21,1100,26
2011,2011-02-04,22,1042,26
2011,2011-02-04,23,962,25
2011,2011-02-04,24,896,26
2011,2011-02-05,1,835,25
2011,2011-02-05,2,801,23
